case_id,case_group,admission_rule_id,behavior,expected_result_or_error,observed_result_or_error,expected_reason,observed_reason,formal_call_count,oracle_call_count,candidate_access_status,predecessor_handler_identity_status,case_passed
A008_CANDIDATE_BLOCKED_QUARANTINE,admit008_candidate_envelope,ADMIT_008,candidate_projection_key_absent_only_missing,blocked,blocked,TOPOLOGY_RESTORATION_QUARANTINE_REQUIRED,TOPOLOGY_RESTORATION_QUARANTINE_REQUIRED,1,1,value_read_once,not_applicable,true
A008_CANDIDATE_MAPPING_SUBCLASS,admit008_candidate_envelope,ADMIT_008,candidate_projection_key_absent_only_missing,passed,passed,,,1,1,value_read_once,not_applicable,true
A008_CANDIDATE_EXTRA_FIELDS,admit008_candidate_envelope,ADMIT_008,candidate_projection_key_absent_only_missing,passed,passed,,,1,1,value_read_once,not_applicable,true
A008_CANDIDATE_NO_MUTATION,admit008_candidate_envelope,ADMIT_008,candidate_projection_key_absent_only_missing,passed,passed,,,1,1,value_read_once,not_applicable,true
A008_CANDIDATE_IDENTITY,admit008_candidate_envelope,ADMIT_008,candidate_projection_key_absent_only_missing,invalid,invalid,TOPOLOGY_RESTORATION_DISPOSITION_TYPE_INVALID,TOPOLOGY_RESTORATION_DISPOSITION_TYPE_INVALID,1,1,value_read_once,not_applicable,true
A008_SOURCE_WRONG_TYPE,admit008_source_oracle,ADMIT_008,source_prevalidation_before_oracle_no_partial_result,UNIFIED_ADMISSION_RULE_ADAPTER_NOT_READY,UNIFIED_ADMISSION_RULE_ADAPTER_NOT_READY,ADMIT_008_UNIFIED_ADAPTER_SOURCE_TYPE_INVALID,ADMIT_008_UNIFIED_ADAPTER_SOURCE_TYPE_INVALID,1,0,value_read_once,not_applicable,true
A008_SOURCE_SUBCLASS,admit008_source_oracle,ADMIT_008,source_prevalidation_before_oracle_no_partial_result,UNIFIED_ADMISSION_RULE_ADAPTER_NOT_READY,UNIFIED_ADMISSION_RULE_ADAPTER_NOT_READY,ADMIT_008_UNIFIED_ADAPTER_SOURCE_TYPE_INVALID,ADMIT_008_UNIFIED_ADAPTER_SOURCE_TYPE_INVALID,1,0,value_read_once,not_applicable,true
A008_SOURCE_STORAGE_ORDER,admit008_source_oracle,ADMIT_008,source_prevalidation_before_oracle_no_partial_result,UNIFIED_ADMISSION_RULE_ADAPTER_NOT_READY,UNIFIED_ADMISSION_RULE_ADAPTER_NOT_READY,ADMIT_008_UNIFIED_ADAPTER_SOURCE_INVARIANT_INVALID,ADMIT_008_UNIFIED_ADAPTER_SOURCE_INVARIANT_INVALID,1,0,value_read_once,not_applicable,true
A008_SOURCE_INVARIANT_CONFLICT,admit008_source_oracle,ADMIT_008,source_prevalidation_before_oracle_no_partial_result,UNIFIED_ADMISSION_RULE_ADAPTER_NOT_READY,UNIFIED_ADMISSION_RULE_ADAPTER_NOT_READY,ADMIT_008_UNIFIED_ADAPTER_SOURCE_INVARIANT_INVALID,ADMIT_008_UNIFIED_ADAPTER_SOURCE_INVARIANT_INVALID,1,0,value_read_once,not_applicable,true
A008_SOURCE_ORACLE_MISMATCH,admit008_source_oracle,ADMIT_008,complete_exact10_mismatch_no_projection,UNIFIED_ADMISSION_RULE_ADAPTER_NOT_READY,UNIFIED_ADMISSION_RULE_ADAPTER_NOT_READY,ADMIT_008_UNIFIED_ADAPTER_SOURCE_INVARIANT_INVALID,ADMIT_008_UNIFIED_ADAPTER_SOURCE_INVARIANT_INVALID,1,1,value_read_once,not_applicable,true
A008_PROJECTION_PASSED_TEMPLATE,admit008_projection,ADMIT_008,complete_exact10_to_existing_exact13,passed,passed,,,1,1,value_read_once,not_applicable,true
A008_PROJECTION_PASSED_MANUAL,admit008_projection,ADMIT_008,complete_exact10_to_existing_exact13,passed,passed,,,1,1,value_read_once,not_applicable,true
A008_PROJECTION_BLOCKED_MANUAL,admit008_projection,ADMIT_008,complete_exact10_to_existing_exact13,blocked,blocked,TOPOLOGY_RESTORATION_MANUAL_REVIEW_REQUIRED,TOPOLOGY_RESTORATION_MANUAL_REVIEW_REQUIRED,1,1,value_read_once,not_applicable,true
A008_PROJECTION_BLOCKED_QUARANTINE,admit008_projection,ADMIT_008,complete_exact10_to_existing_exact13,blocked,blocked,TOPOLOGY_RESTORATION_QUARANTINE_REQUIRED,TOPOLOGY_RESTORATION_QUARANTINE_REQUIRED,1,1,value_read_once,not_applicable,true
A008_PROJECTION_SCALAR_INVALID,admit008_projection,ADMIT_008,complete_exact10_to_existing_exact13,invalid,invalid,TOPOLOGY_RESTORATION_DISPOSITION_UNKNOWN,TOPOLOGY_RESTORATION_DISPOSITION_UNKNOWN,1,1,value_read_once,not_applicable,true
A008_PROJECTION_CONTEXT_INVALID_CANONICAL,admit008_projection,ADMIT_008,complete_exact10_to_existing_exact13,invalid,invalid,ALLOWED_TOPOLOGY_RESTORATION_DISPOSITIONS_TYPE_INVALID,ALLOWED_TOPOLOGY_RESTORATION_DISPOSITIONS_TYPE_INVALID,1,1,value_read_once,not_applicable,true
UNSUPPORTED_ADMIT_009,registry_issue_boundary,ADMIT_009,known_not_registered_fail_closed,UNIFIED_ADMISSION_RULE_NOT_REGISTERED,UNIFIED_ADMISSION_RULE_NOT_REGISTERED,UNIFIED_ADMISSION_RULE_NOT_REGISTERED,UNIFIED_ADMISSION_RULE_NOT_REGISTERED,0,0,not_applicable,not_applicable,true
UNSUPPORTED_ADMIT_010,registry_issue_boundary,ADMIT_010,known_not_registered_fail_closed,UNIFIED_ADMISSION_RULE_NOT_REGISTERED,UNIFIED_ADMISSION_RULE_NOT_REGISTERED,UNIFIED_ADMISSION_RULE_NOT_REGISTERED,UNIFIED_ADMISSION_RULE_NOT_REGISTERED,0,0,not_applicable,not_applicable,true
UNSUPPORTED_ADMIT_011,registry_issue_boundary,ADMIT_011,known_not_registered_fail_closed,UNIFIED_ADMISSION_RULE_NOT_REGISTERED,UNIFIED_ADMISSION_RULE_NOT_REGISTERED,UNIFIED_ADMISSION_RULE_NOT_REGISTERED,UNIFIED_ADMISSION_RULE_NOT_REGISTERED,0,0,not_applicable,not_applicable,true
UNSUPPORTED_ADMIT_012,registry_issue_boundary,ADMIT_012,known_not_registered_fail_closed,UNIFIED_ADMISSION_RULE_NOT_REGISTERED,UNIFIED_ADMISSION_RULE_NOT_REGISTERED,UNIFIED_ADMISSION_RULE_NOT_REGISTERED,UNIFIED_ADMISSION_RULE_NOT_REGISTERED,0,0,not_applicable,not_applicable,true
UNSUPPORTED_ADMIT_013,registry_issue_boundary,ADMIT_013,known_not_registered_fail_closed,UNIFIED_ADMISSION_RULE_NOT_REGISTERED,UNIFIED_ADMISSION_RULE_NOT_REGISTERED,UNIFIED_ADMISSION_RULE_NOT_REGISTERED,UNIFIED_ADMISSION_RULE_NOT_REGISTERED,0,0,not_applicable,not_applicable,true
UNSUPPORTED_ADMIT_014,registry_issue_boundary,ADMIT_014,known_not_registered_fail_closed,UNIFIED_ADMISSION_RULE_NOT_REGISTERED,UNIFIED_ADMISSION_RULE_NOT_REGISTERED,UNIFIED_ADMISSION_RULE_NOT_REGISTERED,UNIFIED_ADMISSION_RULE_NOT_REGISTERED,0,0,not_applicable,not_applicable,true
UNSUPPORTED_ADMIT_015,registry_issue_boundary,ADMIT_015,known_not_registered_fail_closed,UNIFIED_ADMISSION_RULE_NOT_REGISTERED,UNIFIED_ADMISSION_RULE_NOT_REGISTERED,UNIFIED_ADMISSION_RULE_NOT_REGISTERED,UNIFIED_ADMISSION_RULE_NOT_REGISTERED,0,0,not_applicable,not_applicable,true
BOUNDARY_ADMIT008_REGISTERED,registry_issue_boundary,ADMIT_008,successor_handler_registered,registered,registered,,,0,0,not_applicable,not_applicable,true
BOUNDARY_COVERAGE_ONLY_ADMIT008,registry_issue_boundary,ADMIT_008,coverage_transition,ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014|ADMIT_015,ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014|ADMIT_015,,,0,0,not_applicable,not_applicable,true
BOUNDARY_ENUM_RESOLVED,registry_issue_boundary,ADMIT_008,enum_issue_preserved,resolved,resolved,,,0,0,not_applicable,not_applicable,true
BOUNDARY_NO_EVALUATE_ALL,registry_issue_boundary,,public_boundary_absent,absent,absent,,,0,0,not_applicable,not_applicable,true
BOUNDARY_NO_COMBINED_VERDICT,registry_issue_boundary,,public_boundary_absent,absent,absent,,,0,0,not_applicable,not_applicable,true
