case_order,case_id,case_group,assertion_kind,inherited_case_id,download_result_status_representation,observed_http_status_representation,observed_content_length_bytes_representation,observed_sha256_representation,expected_content_length_bytes_representation,expected_sha256_representation,explicit_integrity_verdict_representation,expected_outcome,expected_reason,expected_canonical_download_result_record,expected_canonical_integrity_authority_record,expected_validated_download_result_fields,expected_validated_integrity_authority_fields,expected_consumed_download_result_fields,expected_consumed_integrity_authority_fields,expected_passed,expected_blocks_candidate,expected_evaluator_io_used,observed_design_result,case_passed
57,EXPECTED_SHA_WRONG_CHARACTER,expected_sha256_optional,formal_interface_projection,,'success',200,10,'0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef',<MISSING>,'g123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef',<MISSING>,invalid,EXPECTED_SHA256_FORMAT_INVALID,"(('download_result_status', 'success'), ('observed_http_status', 200), ('observed_content_length_bytes', 10), ('observed_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef'))",(),"('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')",(),"('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')","('expected_content_length_bytes', 'expected_sha256')",false,true,false,"('ADMIT_013', 'invalid', False, True, 'EXPECTED_SHA256_FORMAT_INVALID', (('download_result_status', 'success'), ('observed_http_status', 200), ('observed_content_length_bytes', 10), ('observed_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef')), (), ('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256'), (), ('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256'), ('expected_content_length_bytes', 'expected_sha256'), False)",true
58,EXPECTED_SHA_MATCH,expected_sha256_optional,formal_interface_projection,,'success',200,10,'0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef',<MISSING>,'0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef',<MISSING>,passed,,"(('download_result_status', 'success'), ('observed_http_status', 200), ('observed_content_length_bytes', 10), ('observed_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef'))","(('expected_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef'),)","('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')","('expected_sha256',)","('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')","('expected_content_length_bytes', 'expected_sha256', 'explicit_integrity_verdict')",true,false,false,"('ADMIT_013', 'passed', True, False, '', (('download_result_status', 'success'), ('observed_http_status', 200), ('observed_content_length_bytes', 10), ('observed_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef')), (('expected_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef'),), ('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256'), ('expected_sha256',), ('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256'), ('expected_content_length_bytes', 'expected_sha256', 'explicit_integrity_verdict'), False)",true
59,EXPECTED_SHA_MISMATCH,expected_sha256_optional,formal_interface_projection,,'success',200,10,'0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef',<MISSING>,'abcdef0123456789abcdef0123456789abcdef0123456789abcdef0123456789',<MISSING>,blocked,OBSERVED_SHA256_MISMATCH,"(('download_result_status', 'success'), ('observed_http_status', 200), ('observed_content_length_bytes', 10), ('observed_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef'))","(('expected_sha256', 'abcdef0123456789abcdef0123456789abcdef0123456789abcdef0123456789'),)","('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')","('expected_sha256',)","('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')","('expected_content_length_bytes', 'expected_sha256', 'explicit_integrity_verdict')",false,true,false,"('ADMIT_013', 'blocked', False, True, 'OBSERVED_SHA256_MISMATCH', (('download_result_status', 'success'), ('observed_http_status', 200), ('observed_content_length_bytes', 10), ('observed_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef')), (('expected_sha256', 'abcdef0123456789abcdef0123456789abcdef0123456789abcdef0123456789'),), ('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256'), ('expected_sha256',), ('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256'), ('expected_content_length_bytes', 'expected_sha256', 'explicit_integrity_verdict'), False)",true
60,VERDICT_MISSING,explicit_integrity_verdict_optional,formal_interface_projection,,'success',200,10,'0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef',<MISSING>,'0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef',<MISSING>,passed,,"(('download_result_status', 'success'), ('observed_http_status', 200), ('observed_content_length_bytes', 10), ('observed_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef'))","(('expected_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef'),)","('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')","('expected_sha256',)","('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')","('expected_content_length_bytes', 'expected_sha256', 'explicit_integrity_verdict')",true,false,false,"('ADMIT_013', 'passed', True, False, '', (('download_result_status', 'success'), ('observed_http_status', 200), ('observed_content_length_bytes', 10), ('observed_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef')), (('expected_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef'),), ('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256'), ('expected_sha256',), ('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256'), ('expected_content_length_bytes', 'expected_sha256', 'explicit_integrity_verdict'), False)",true
61,VERDICT_NONE,explicit_integrity_verdict_optional,formal_interface_projection,,'success',200,10,'0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef',<MISSING>,'0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef',None,invalid,EXPLICIT_INTEGRITY_VERDICT_TYPE_INVALID,"(('download_result_status', 'success'), ('observed_http_status', 200), ('observed_content_length_bytes', 10), ('observed_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef'))","(('expected_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef'),)","('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')","('expected_sha256',)","('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')","('expected_content_length_bytes', 'expected_sha256', 'explicit_integrity_verdict')",false,true,false,"('ADMIT_013', 'invalid', False, True, 'EXPLICIT_INTEGRITY_VERDICT_TYPE_INVALID', (('download_result_status', 'success'), ('observed_http_status', 200), ('observed_content_length_bytes', 10), ('observed_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef')), (('expected_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef'),), ('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256'), ('expected_sha256',), ('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256'), ('expected_content_length_bytes', 'expected_sha256', 'explicit_integrity_verdict'), False)",true
62,VERDICT_BOOL,explicit_integrity_verdict_optional,formal_interface_projection,,'success',200,10,'0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef',<MISSING>,'0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef',False,invalid,EXPLICIT_INTEGRITY_VERDICT_TYPE_INVALID,"(('download_result_status', 'success'), ('observed_http_status', 200), ('observed_content_length_bytes', 10), ('observed_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef'))","(('expected_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef'),)","('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')","('expected_sha256',)","('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')","('expected_content_length_bytes', 'expected_sha256', 'explicit_integrity_verdict')",false,true,false,"('ADMIT_013', 'invalid', False, True, 'EXPLICIT_INTEGRITY_VERDICT_TYPE_INVALID', (('download_result_status', 'success'), ('observed_http_status', 200), ('observed_content_length_bytes', 10), ('observed_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef')), (('expected_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef'),), ('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256'), ('expected_sha256',), ('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256'), ('expected_content_length_bytes', 'expected_sha256', 'explicit_integrity_verdict'), False)",true
63,VERDICT_STR_SUBCLASS,explicit_integrity_verdict_optional,formal_interface_projection,,'success',200,10,'0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef',<MISSING>,'0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef',<str-subclass:'verified'>,invalid,EXPLICIT_INTEGRITY_VERDICT_TYPE_INVALID,"(('download_result_status', 'success'), ('observed_http_status', 200), ('observed_content_length_bytes', 10), ('observed_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef'))","(('expected_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef'),)","('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')","('expected_sha256',)","('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')","('expected_content_length_bytes', 'expected_sha256', 'explicit_integrity_verdict')",false,true,false,"('ADMIT_013', 'invalid', False, True, 'EXPLICIT_INTEGRITY_VERDICT_TYPE_INVALID', (('download_result_status', 'success'), ('observed_http_status', 200), ('observed_content_length_bytes', 10), ('observed_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef')), (('expected_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef'),), ('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256'), ('expected_sha256',), ('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256'), ('expected_content_length_bytes', 'expected_sha256', 'explicit_integrity_verdict'), False)",true
64,VERDICT_EMPTY,explicit_integrity_verdict_optional,formal_interface_projection,,'success',200,10,'0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef',<MISSING>,'0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef','',invalid,EXPLICIT_INTEGRITY_VERDICT_VALUE_INVALID,"(('download_result_status', 'success'), ('observed_http_status', 200), ('observed_content_length_bytes', 10), ('observed_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef'))","(('expected_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef'),)","('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')","('expected_sha256',)","('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')","('expected_content_length_bytes', 'expected_sha256', 'explicit_integrity_verdict')",false,true,false,"('ADMIT_013', 'invalid', False, True, 'EXPLICIT_INTEGRITY_VERDICT_VALUE_INVALID', (('download_result_status', 'success'), ('observed_http_status', 200), ('observed_content_length_bytes', 10), ('observed_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef')), (('expected_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef'),), ('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256'), ('expected_sha256',), ('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256'), ('expected_content_length_bytes', 'expected_sha256', 'explicit_integrity_verdict'), False)",true
65,VERDICT_UPPERCASE,explicit_integrity_verdict_optional,formal_interface_projection,,'success',200,10,'0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef',<MISSING>,'0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef','VERIFIED',invalid,EXPLICIT_INTEGRITY_VERDICT_VALUE_INVALID,"(('download_result_status', 'success'), ('observed_http_status', 200), ('observed_content_length_bytes', 10), ('observed_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef'))","(('expected_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef'),)","('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')","('expected_sha256',)","('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')","('expected_content_length_bytes', 'expected_sha256', 'explicit_integrity_verdict')",false,true,false,"('ADMIT_013', 'invalid', False, True, 'EXPLICIT_INTEGRITY_VERDICT_VALUE_INVALID', (('download_result_status', 'success'), ('observed_http_status', 200), ('observed_content_length_bytes', 10), ('observed_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef')), (('expected_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef'),), ('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256'), ('expected_sha256',), ('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256'), ('expected_content_length_bytes', 'expected_sha256', 'explicit_integrity_verdict'), False)",true
66,VERDICT_UNKNOWN,explicit_integrity_verdict_optional,formal_interface_projection,,'success',200,10,'0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef',<MISSING>,'0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef','unknown',invalid,EXPLICIT_INTEGRITY_VERDICT_VALUE_INVALID,"(('download_result_status', 'success'), ('observed_http_status', 200), ('observed_content_length_bytes', 10), ('observed_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef'))","(('expected_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef'),)","('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')","('expected_sha256',)","('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')","('expected_content_length_bytes', 'expected_sha256', 'explicit_integrity_verdict')",false,true,false,"('ADMIT_013', 'invalid', False, True, 'EXPLICIT_INTEGRITY_VERDICT_VALUE_INVALID', (('download_result_status', 'success'), ('observed_http_status', 200), ('observed_content_length_bytes', 10), ('observed_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef')), (('expected_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef'),), ('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256'), ('expected_sha256',), ('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256'), ('expected_content_length_bytes', 'expected_sha256', 'explicit_integrity_verdict'), False)",true
67,VERDICT_VERIFIED,explicit_integrity_verdict_optional,formal_interface_projection,,'success',200,10,'0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef',<MISSING>,'0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef','verified',passed,,"(('download_result_status', 'success'), ('observed_http_status', 200), ('observed_content_length_bytes', 10), ('observed_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef'))","(('expected_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef'), ('explicit_integrity_verdict', 'verified'))","('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')","('expected_sha256', 'explicit_integrity_verdict')","('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')","('expected_content_length_bytes', 'expected_sha256', 'explicit_integrity_verdict')",true,false,false,"('ADMIT_013', 'passed', True, False, '', (('download_result_status', 'success'), ('observed_http_status', 200), ('observed_content_length_bytes', 10), ('observed_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef')), (('expected_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef'), ('explicit_integrity_verdict', 'verified')), ('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256'), ('expected_sha256', 'explicit_integrity_verdict'), ('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256'), ('expected_content_length_bytes', 'expected_sha256', 'explicit_integrity_verdict'), False)",true
68,VERDICT_FAILED,explicit_integrity_verdict_optional,formal_interface_projection,,'success',200,10,'0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef',<MISSING>,'0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef','failed',blocked,EXPLICIT_INTEGRITY_VERDICT_FAILED,"(('download_result_status', 'success'), ('observed_http_status', 200), ('observed_content_length_bytes', 10), ('observed_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef'))","(('expected_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef'), ('explicit_integrity_verdict', 'failed'))","('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')","('expected_sha256', 'explicit_integrity_verdict')","('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')","('expected_content_length_bytes', 'expected_sha256', 'explicit_integrity_verdict')",false,true,false,"('ADMIT_013', 'blocked', False, True, 'EXPLICIT_INTEGRITY_VERDICT_FAILED', (('download_result_status', 'success'), ('observed_http_status', 200), ('observed_content_length_bytes', 10), ('observed_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef')), (('expected_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef'), ('explicit_integrity_verdict', 'failed')), ('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256'), ('expected_sha256', 'explicit_integrity_verdict'), ('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256'), ('expected_content_length_bytes', 'expected_sha256', 'explicit_integrity_verdict'), False)",true
69,CROSS_EXACT4_TYPE_AUTHORITY_INVALID,cross_phase_precedence,formal_interface_projection,,None,200,10,'0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef',None,'0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef',<MISSING>,invalid,DOWNLOAD_RESULT_STATUS_TYPE_INVALID,(),(),(),(),"('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')",(),false,true,false,"('ADMIT_013', 'invalid', False, True, 'DOWNLOAD_RESULT_STATUS_TYPE_INVALID', (), (), (), (), ('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256'), (), False)",true
70,CROSS_EXACT4_VALUE_AUTHORITY_INVALID,cross_phase_precedence,formal_interface_projection,,'',200,10,'0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef',None,'0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef',<MISSING>,invalid,DOWNLOAD_RESULT_STATUS_VALUE_INVALID,(),(),(),(),"('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')",(),false,true,false,"('ADMIT_013', 'invalid', False, True, 'DOWNLOAD_RESULT_STATUS_VALUE_INVALID', (), (), (), (), ('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256'), (), False)",true
71,CROSS_EXPECTED_LENGTH_INVALID_STATUS_FAILURE,cross_phase_precedence,formal_interface_projection,,'failure',200,10,'0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef',None,'0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef',<MISSING>,invalid,EXPECTED_CONTENT_LENGTH_BYTES_TYPE_INVALID,"(('download_result_status', 'failure'), ('observed_http_status', 200), ('observed_content_length_bytes', 10), ('observed_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef'))",(),"('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')",(),"('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')","('expected_content_length_bytes',)",false,true,false,"('ADMIT_013', 'invalid', False, True, 'EXPECTED_CONTENT_LENGTH_BYTES_TYPE_INVALID', (('download_result_status', 'failure'), ('observed_http_status', 200), ('observed_content_length_bytes', 10), ('observed_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef')), (), ('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256'), (), ('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256'), ('expected_content_length_bytes',), False)",true
72,CROSS_EXPECTED_SHA_INVALID_STATUS_FAILURE,cross_phase_precedence,formal_interface_projection,,'failure',200,10,'0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef',<MISSING>,None,<MISSING>,invalid,EXPECTED_SHA256_TYPE_INVALID,"(('download_result_status', 'failure'), ('observed_http_status', 200), ('observed_content_length_bytes', 10), ('observed_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef'))",(),"('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')",(),"('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')","('expected_content_length_bytes', 'expected_sha256')",false,true,false,"('ADMIT_013', 'invalid', False, True, 'EXPECTED_SHA256_TYPE_INVALID', (('download_result_status', 'failure'), ('observed_http_status', 200), ('observed_content_length_bytes', 10), ('observed_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef')), (), ('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256'), (), ('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256'), ('expected_content_length_bytes', 'expected_sha256'), False)",true
73,CROSS_VERDICT_INVALID_STATUS_FAILURE,cross_phase_precedence,formal_interface_projection,,'failure',200,10,'0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef',<MISSING>,'0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef',None,invalid,EXPLICIT_INTEGRITY_VERDICT_TYPE_INVALID,"(('download_result_status', 'failure'), ('observed_http_status', 200), ('observed_content_length_bytes', 10), ('observed_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef'))","(('expected_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef'),)","('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')","('expected_sha256',)","('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')","('expected_content_length_bytes', 'expected_sha256', 'explicit_integrity_verdict')",false,true,false,"('ADMIT_013', 'invalid', False, True, 'EXPLICIT_INTEGRITY_VERDICT_TYPE_INVALID', (('download_result_status', 'failure'), ('observed_http_status', 200), ('observed_content_length_bytes', 10), ('observed_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef')), (('expected_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef'),), ('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256'), ('expected_sha256',), ('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256'), ('expected_content_length_bytes', 'expected_sha256', 'explicit_integrity_verdict'), False)",true
74,CROSS_AUTHORITY_INVALID_HTTP,cross_phase_precedence,formal_interface_projection,,'success',500,10,'0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef',<MISSING>,None,<MISSING>,invalid,EXPECTED_SHA256_TYPE_INVALID,"(('download_result_status', 'success'), ('observed_http_status', 500), ('observed_content_length_bytes', 10), ('observed_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef'))",(),"('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')",(),"('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')","('expected_content_length_bytes', 'expected_sha256')",false,true,false,"('ADMIT_013', 'invalid', False, True, 'EXPECTED_SHA256_TYPE_INVALID', (('download_result_status', 'success'), ('observed_http_status', 500), ('observed_content_length_bytes', 10), ('observed_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef')), (), ('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256'), (), ('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256'), ('expected_content_length_bytes', 'expected_sha256'), False)",true
75,CROSS_AUTHORITY_INVALID_ZERO,cross_phase_precedence,formal_interface_projection,,'success',200,0,'0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef',<MISSING>,None,<MISSING>,invalid,EXPECTED_SHA256_TYPE_INVALID,"(('download_result_status', 'success'), ('observed_http_status', 200), ('observed_content_length_bytes', 0), ('observed_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef'))",(),"('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')",(),"('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')","('expected_content_length_bytes', 'expected_sha256')",false,true,false,"('ADMIT_013', 'invalid', False, True, 'EXPECTED_SHA256_TYPE_INVALID', (('download_result_status', 'success'), ('observed_http_status', 200), ('observed_content_length_bytes', 0), ('observed_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef')), (), ('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256'), (), ('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256'), ('expected_content_length_bytes', 'expected_sha256'), False)",true
76,CROSS_AUTHORITY_INVALID_SHA_MISMATCH,cross_phase_precedence,formal_interface_projection,,'success',200,10,'0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef',<MISSING>,'abcdef0123456789abcdef0123456789abcdef0123456789abcdef0123456789',None,invalid,EXPLICIT_INTEGRITY_VERDICT_TYPE_INVALID,"(('download_result_status', 'success'), ('observed_http_status', 200), ('observed_content_length_bytes', 10), ('observed_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef'))","(('expected_sha256', 'abcdef0123456789abcdef0123456789abcdef0123456789abcdef0123456789'),)","('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')","('expected_sha256',)","('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')","('expected_content_length_bytes', 'expected_sha256', 'explicit_integrity_verdict')",false,true,false,"('ADMIT_013', 'invalid', False, True, 'EXPLICIT_INTEGRITY_VERDICT_TYPE_INVALID', (('download_result_status', 'success'), ('observed_http_status', 200), ('observed_content_length_bytes', 10), ('observed_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef')), (('expected_sha256', 'abcdef0123456789abcdef0123456789abcdef0123456789abcdef0123456789'),), ('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256'), ('expected_sha256',), ('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256'), ('expected_content_length_bytes', 'expected_sha256', 'explicit_integrity_verdict'), False)",true
77,CROSS_MULTIPLE_AUTHORITY_INVALID_FIRST,cross_phase_precedence,formal_interface_projection,,'success',200,10,'0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef',None,None,None,invalid,EXPECTED_CONTENT_LENGTH_BYTES_TYPE_INVALID,"(('download_result_status', 'success'), ('observed_http_status', 200), ('observed_content_length_bytes', 10), ('observed_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef'))",(),"('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')",(),"('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')","('expected_content_length_bytes',)",false,true,false,"('ADMIT_013', 'invalid', False, True, 'EXPECTED_CONTENT_LENGTH_BYTES_TYPE_INVALID', (('download_result_status', 'success'), ('observed_http_status', 200), ('observed_content_length_bytes', 10), ('observed_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef')), (), ('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256'), (), ('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256'), ('expected_content_length_bytes',), False)",true
